Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
virat-kohli,Batting and Fielding Stats - test,91,153,10,7490,254*,52.37,"13,112",57.12,27,25,839,22,76,0
virat-kohli,Batting and Fielding Stats - odi,254,245,39,12169,183,59.07,"13,061",93.17,43,62,"1,140",125,128,0
virat-kohli,Batting and Fielding Stats - t20i,90,84,24,3159,94*,52.65,"2,272",139.04,0,28,285,90,41,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
virat-kohli,Bowling Stats - test,91,11,175,84,0,0/0,-,2.88,-,0,0
virat-kohli,Bowling Stats - odi,254,48,641,665,4,1/15,166.25,6.22,160.25,0,0
virat-kohli,Bowling Stats - t20i,90,12,146,198,4,1/13,49.50,8.13,36.50,0,0
Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
rohit-sharma,Batting and Fielding Stats - test,38,64,8,2615,212,46.69,"4,478",58.39,7,12,274,59,29,0
rohit-sharma,Batting and Fielding Stats - odi,227,220,32,9205,264,48.96,"10,354",88.90,29,43,832,244,77,0
rohit-sharma,Batting and Fielding Stats - t20i,111,103,15,2864,118,32.54,"2,061",138.96,4,22,252,133,40,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
rohit-sharma,Bowling Stats - test,38,16,383,224,2,1/35,112.00,3.50,191.50,0,0
rohit-sharma,Bowling Stats - odi,227,38,593,515,8,2/27,64.37,5.21,74.12,0,0
rohit-sharma,Bowling Stats - t20i,111,9,68,113,1,1/22,113.00,9.97,68.00,0,0
Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
jasprit-bumrah,Batting and Fielding Stats - test,19,28,11,43,10*,2.52,191,22.51,0,0,5,0,3,0
jasprit-bumrah,Batting and Fielding Stats - odi,67,17,11,19,10*,3.16,49,38.77,0,0,2,1,17,0
jasprit-bumrah,Batting and Fielding Stats - t20i,50,6,4,8,7,4.00,13,61.53,0,0,1,0,7,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
jasprit-bumrah,Bowling Stats - test,19,37,"4,075","1,835",83,9/86,22.10,2.70,49.09,1,5
jasprit-bumrah,Bowling Stats - odi,67,67,"3,523","2,736",108,5/27,25.33,4.65,32.62,5,1
jasprit-bumrah,Bowling Stats - t20i,50,49,"1,075","1,195",59,3/11,20.25,6.66,18.22,0,0
Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
ravichandran-ashwin,Batting and Fielding Stats - test,78,109,14,2656,124,27.95,"4,948",53.67,5,11,304,16,23,0
ravichandran-ashwin,Batting and Fielding Stats - odi,111,61,19,675,65,16.07,776,86.98,0,1,59,6,30,0
ravichandran-ashwin,Batting and Fielding Stats - t20i,46,11,7,123,31*,30.75,115,106.95,0,0,14,1,8,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
ravichandran-ashwin,Bowling Stats - test,78,146,"21,520","10,099",409,13/140,24.69,2.81,52.61,19,30
ravichandran-ashwin,Bowling Stats - odi,111,109,"6,021","4,937",150,4/25,32.91,4.91,40.14,1,0
ravichandran-ashwin,Bowling Stats - t20i,46,46,"1,026","1,193",52,4/8,22.94,6.97,19.73,2,0
Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
ravindra-jadeja,Batting and Fielding Stats - test,51,73,19,1954,100*,36.18,"3,127",62.48,1,15,187,50,35,0
ravindra-jadeja,Batting and Fielding Stats - odi,168,113,39,2411,87,32.58,"2,769",87.07,0,13,178,49,58,0
ravindra-jadeja,Batting and Fielding Stats - t20i,50,24,10,217,44*,15.50,193,112.43,0,0,12,6,21,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
ravindra-jadeja,Bowling Stats - test,51,97,"13,137","5,351",220,10/154,24.32,2.44,59.71,9,9
ravindra-jadeja,Bowling Stats - odi,168,164,"8,557","7,024",188,5/36,37.36,4.92,45.51,7,1
ravindra-jadeja,Bowling Stats - t20i,50,49,973,"1,152",39,3/48,29.53,7.10,24.94,0,0
Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
bhuvneshwar-kumar,Batting and Fielding Stats - test,21,29,4,552,63*,22.08,"1,225",45.06,0,3,77,1,8,0
bhuvneshwar-kumar,Batting and Fielding Stats - odi,117,53,15,529,53*,13.92,708,74.71,0,1,44,8,27,0
bhuvneshwar-kumar,Batting and Fielding Stats - t20i,48,10,6,23,9,5.75,29,79.31,0,0,0,0,6,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
bhuvneshwar-kumar,Bowling Stats - test,21,37,"3,348","1,644",63,8/96,26.09,2.94,53.14,3,4
bhuvneshwar-kumar,Bowling Stats - odi,117,116,"5,625","4,703",138,5/42,34.07,5.01,40.76,4,1
bhuvneshwar-kumar,Bowling Stats - t20i,48,48,"1,034","1,203",45,5/24,26.73,6.98,22.97,0,1
Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
cheteshwar-pujara,Batting and Fielding Stats - test,85,142,8,6244,206*,46.59,"13,904",44.90,18,29,736,14,48,0
cheteshwar-pujara,Batting and Fielding Stats - odi,5,5,0,51,27,10.20,130,39.23,0,0,4,0,0,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
cheteshwar-pujara,Bowling Stats - test,5,0,0,0,0,0/0,-,-,-,0,0
cheteshwar-pujara,Bowling Stats - odi,48,48,"1,034","1,203",45,5/24,26.73,6.98,22.97,0,1
Name,kind_of_match,Mat,Inn,No,Runs,HS,Ave,BF,SR,100,50,4s,6s,CT,ST
ajinkya-rahane,Batting and Fielding Stats - test,73,123,12,4583,188,41.28,"9,204",49.79,12,23,514,32,78,0
ajinkya-rahane,Batting and Fielding Stats - odi,90,87,3,2962,111,35.26,"3,767",78.63,3,24,293,33,48,0
ajinkya-rahane,Batting and Fielding Stats - t20i,20,20,2,375,61,20.83,331,113.29,0,1,32,6,16,0
Name,kind_of_match,Mat,Inn,Balls,Runs,WKTS,BBM,Econ,Ave,SR,4W,5W
ajinkya-rahane,Bowling Stats - test,73,0,0,0,0,0/0,-,-,-,0,0
ajinkya-rahane,Bowling Stats - odi,90,0,0,0,0,0/0,-,-,-,0,0
ajinkya-rahane,Bowling Stats - t20i,20,0,0,0,0,0/0,-,-,-,0,0
